years,abbreviation,yards,margin_of_victory,offensive_simple_rating_system,pass_attempts,pass_completions,pass_first_downs,pass_net_yards_per_attempt,pass_touchdowns,pass_yards,percent_drives_with_turnovers,percent_drives_with_points,plays,points_contributed_by_offense,rank,rush_attempts,rush_first_downs,rush_yards,rush_yards_per_attempt,turnovers,win_percentage,yards_per_play,first_downs
2013,MIN,5508,-5.6,0.2,546,325,173,5.8,18,3427,14.9,34.4,1013,24.52,15,423,106,2081,4.9,32,0.344,5.4,309
2013,CRD,5542,3.4,2.7,574,363,205,6.5,24,4002,15.5,33.0,1037,-5.74,16,422,84,1540,3.6,31,0.625,5.3,329
2013,PIT,5400,0.6,-0.9,586,377,207,6.4,28,4017,12.7,35.4,1023,26.81,17,394,81,1383,3.5,24,0.5,5.3,312
2013,CAR,5069,7.8,0.6,473,292,169,5.9,24,3043,9.4,36.5,999,90.4,18,483,122,2026,4.2,19,0.75,5.1,319
2013,OTI,5390,-1.2,-0.2,533,328,172,6.1,22,3496,11.4,34.2,1032,46.52,19,462,103,1894,4.1,25,0.438,5.2,311
2013,ATL,5490,-5.6,1.2,659,445,227,6.0,26,4243,14.5,34.1,1024,48.53,20,321,64,1247,3.9,28,0.25,5.4,330
2013,RAM,4877,-1.0,0.4,506,301,165,5.8,22,3125,11.4,31.5,968,-11.2,21,426,82,1752,4.1,21,0.438,5.0,282
2013,BUF,5410,-3.1,-1.3,522,299,149,5.4,16,3103,12.1,29.9,1116,-59.11,22,546,113,2307,4.2,27,0.375,4.8,301
2013,WAS,5915,-9.0,-3.9,611,355,198,5.7,20,3751,16.6,27.6,1107,-42.64,23,453,112,2164,4.8,34,0.188,5.3,329
2013,RAI,5340,-8.2,-3.8,519,298,168,5.9,17,3340,14.9,27.8,1000,-52.12,24,437,90,2000,4.6,31,0.25,5.3,275
2013,RAV,4918,-2.0,-5.0,619,363,189,5.4,19,3590,13.5,30.9,1090,-95.39,25,423,68,1328,3.1,29,0.5,4.5,295
2013,MIA,5007,-1.1,-2.9,594,357,205,5.5,24,3567,13.4,29.9,1001,-18.67,26,349,61,1440,4.1,26,0.5,5.0,278
2013,CLE,5423,-6.1,-4.8,681,379,200,5.5,26,4040,13.8,26.2,1078,-83.4,27,348,77,1383,4.0,29,0.25,5.0,301
2013,NYG,4920,-5.6,-6.2,567,325,176,5.9,18,3588,20.1,25.5,988,-106.96,28,381,77,1332,3.5,44,0.438,5.0,280
2013,NYJ,5090,-6.1,-4.7,480,266,154,5.6,13,2932,14.8,29.6,1020,-94.9,29,493,105,2158,4.4,29,0.5,5.0,280
2013,TAM,4432,-6.3,-2.9,514,291,157,5.0,22,2820,9.6,27.1,981,-79.47,30,420,75,1612,3.8,21,0.25,4.5,269
2013,HTX,5556,-9.5,-5.0,633,371,198,5.6,19,3813,14.9,25.9,1089,-85.06,31,414,90,1743,4.2,31,0.125,5.1,307
2013,JAX,4701,-12.6,-7.1,592,349,176,5.4,16,3441,13.8,23.6,1020,-130.11,32,378,71,1260,3.3,27,0.25,4.6,271
2014,GNB,6178,8.6,7.9,536,349,222,7.5,38,4261,7.1,46.7,1001,172.28,1,435,104,1917,4.4,13,0.75,6.2,356
2014,DEN,6446,8.0,9.2,607,399,227,7.5,40,4661,9.6,39.9,1067,140.4,2,443,98,1785,4.0,20,0.75,6.0,360
2014,PHI,6348,4.6,6.6,621,384,218,6.7,27,4356,17.2,36.9,1127,35.17,3,474,109,1992,4.2,36,0.625,5.6,356
2014,NWE,5848,9.7,7.5,609,392,228,6.5,34,4121,7.2,45.3,1073,181.12,4,438,96,1727,3.9,13,0.75,5.5,361
2014,DAL,6138,7.2,5.3,476,328,205,7.5,37,3784,12.8,43.6,1014,174.23,5,508,106,2354,4.6,25,0.75,6.1,342
2014,CLT,6506,5.6,5.2,661,410,251,7.1,42,4894,14.6,39.5,1105,83.73,6,415,80,1612,3.9,31,0.688,5.9,371
2014,PIT,6577,4.3,4.4,612,411,243,7.5,33,4825,11.5,41.4,1068,156.58,7,423,98,1752,4.1,21,0.688,6.2,379
2014,RAV,5838,6.7,1.8,554,344,194,6.7,27,3819,9.9,39.6,1021,135.24,8,448,113,2019,4.5,20,0.625,5.7,345
2014,NOR,6582,-1.4,1.9,659,456,258,6.9,33,4764,16.7,39.1,1095,151.45,9,406,101,1818,4.5,30,0.438,6.0,395
2014,SEA,6012,8.8,2.4,454,287,160,6.6,20,3250,6.9,40.6,1021,137.18,10,525,144,2762,5.3,14,0.75,5.9,328
2014,MIA,5601,0.9,2.9,595,394,226,5.8,27,3729,10.5,37.6,1040,74.78,11,399,99,1872,4.7,23,0.5,5.4,361
2014,ATL,6051,-2.3,0.6,632,418,233,6.9,28,4553,13.1,38.9,1035,61.55,12,372,75,1498,4.0,23,0.375,5.8,330
2014,NYG,5875,-1.3,0.8,607,383,218,6.7,30,4272,12.4,34.7,1086,40.61,13,449,83,1603,3.6,28,0.375,5.4,336
2014,HTX,5513,4.1,-0.8,485,295,171,6.6,22,3352,11.3,33.0,1062,13.01,14,551,108,2161,3.9,22,0.563,5.2,313
2014,CIN,5568,1.3,-0.5,503,323,164,6.5,20,3421,13.1,34.0,1018,13.84,15,492,122,2147,4.4,26,0.656,5.5,313
2014,KAN,5100,4.5,0.0,493,320,184,5.9,18,3182,9.2,35.8,962,52.61,16,420,92,1918,4.6,17,0.563,5.3,309
2014,SDG,5465,0.0,0.7,574,380,214,6.7,31,4098,12.6,33.9,1009,64.94,17,398,75,1367,3.4,23,0.563,5.4,326
2014,BUF,5096,3.4,-0.4,579,363,186,5.8,23,3614,11.2,32.5,1020,-43.33,18,402,65,1482,3.7,23,0.563,5.0,273
2014,CAR,5547,-2.2,-2.4,545,327,199,6.0,23,3511,11.8,34.8,1060,44.08,19,473,117,2036,4.3,23,0.469,5.2,347
2014,MIN,5048,-1.1,-2.8,517,322,171,5.7,17,3244,10.8,31.8,981,6.55,20,413,90,1804,4.4,20,0.438,5.1,288
2014,RAM,5035,-1.9,-1.2,515,327,189,6.0,20,3400,14.0,29.6,957,-44.13,21,395,79,1635,4.1,27,0.375,5.3,288
2014,DET,5452,2.4,-3.2,604,365,210,6.2,22,4030,9.5,32.4,1045,50.59,22,396,72,1422,3.6,20,0.688,5.2,310
2014,CHI,5233,-7.7,-2.0,609,396,194,5.8,30,3792,16.1,27.8,1005,-11.8,23,355,91,1441,4.1,29,0.313,5.2,322
2014,CRD,5116,0.7,-2.4,568,320,191,6.4,21,3808,9.4,30.9,993,-9.8,24,397,67,1308,3.3,17,0.688,5.2,302
2014,SFO,5239,-2.1,-3.0,487,292,165,5.7,20,3063,11.8,30.9,1009,13.79,25,470,104,2176,4.6,22,0.5,5.2,303
2014,WAS,5738,-8.6,-4.0,547,364,186,6.7,18,4047,15.6,29.7,1006,14.06,26,401,88,1691,4.2,31,0.25,5.7,318
2014,CLE,5193,-2.4,-4.8,502,274,179,6.5,12,3465,10.9,28.0,1010,-21.15,27,477,88,1728,3.6,23,0.438,5.1,294
2014,NYJ,5226,-7.4,-4.0,498,287,154,5.4,16,2946,11.8,31.7,1052,-44.92,28,507,112,2280,4.5,24,0.25,5.0,289
2014,TAM,4672,-8.3,-6.5,531,301,162,5.7,21,3297,17.2,26.7,936,-67.27,29,353,72,1375,3.9,33,0.125,5.0,263
2014,OTI,4859,-11.5,-7.0,513,299,159,6.1,20,3412,12.6,23.6,919,-88.85,30,356,75,1447,4.1,26,0.125,5.3,258
2014,RAI,4515,-12.4,-4.3,629,365,173,5.0,22,3275,13.6,22.7,994,-139.47,31,337,56,1240,3.7,29,0.188,4.5,248
2014,JAX,4634,-10.2,-7.8,557,325,154,4.8,15,3001,12.8,22.6,988,-120.53,32,360,86,1633,4.5,26,0.188,4.7,271
2015,CAR,5871,12.0,6.0,501,300,197,6.7,35,3589,9.6,42.9,1060,115.28,1,526,136,2282,4.3,19,0.938,5.5,357
2015,CRD,6533,11.0,9.0,562,353,237,7.8,35,4616,11.8,42.5,1041,148.43,2,452,92,1917,4.2,24,0.813,6.3,373
2015,NWE,5991,9.4,5.3,629,404,230,6.9,36,4587,5.7,43.2,1050,138.04,3,383,87,1404,3.7,14,0.75,5.7,348
2015,SEA,6058,9.1,5.4,489,333,190,7.1,34,3790,8.6,42.0,1035,129.31,4,500,128,2268,4.5,16,0.625,5.9,335
2015,PIT,6327,6.5,5.1,590,391,207,7.4,26,4603,13.7,40.5,1011,22.98,5,388,91,1724,4.4,28,0.625,6.3,331
2015,NYG,5956,-1.4,2.5,623,392,208,6.7,36,4347,11.3,38.2,1053,31.24,6,403,77,1609,4.0,21,0.375,5.7,331
2015,CIN,5728,8.8,4.8,505,334,191,7.3,31,3923,9.3,39.6,1004,82.59,7,467,99,1805,3.9,17,0.75,5.7,324
2015,NOR,6461,-4.3,1.1,667,460,247,7.1,32,4970,10.4,36.3,1096,146.68,8,397,98,1491,3.8,20,0.438,5.9,381
2015,KAN,5299,7.4,3.7,473,310,155,6.3,20,3255,7.1,37.9,955,41.53,9,436,116,2044,4.7,15,0.688,5.5,303
2015,WAS,5661,0.6,-0.2,555,386,208,7.0,30,4095,11.1,36.1,1011,54.93,10,429,81,1566,3.7,22,0.563,5.6,317
2015,NYJ,5925,4.6,-0.5,604,362,210,6.5,33,4057,11.6,35.7,1074,72.26,11,448,99,1868,4.2,24,0.625,5.5,329
2015,BUF,5775,1.3,0.3,465,295,155,6.6,23,3343,8.6,34.9,1016,37.71,12,509,122,2432,4.8,19,0.5,5.7,297
2015,PHI,5830,-3.3,-0.6,623,405,193,6.2,23,4087,15.3,29.1,1102,1.07,13,442,110,1743,3.9,31,0.438,5.3,339
2015,JAX,5581,-4.5,-0.7,607,355,215,6.2,35,4108,14.0,34.2,1012,-28.13,14,354,69,1473,4.2,28,0.313,5.5,313
2015,GNB,5353,2.8,2.0,573,348,173,5.7,31,3503,8.9,33.3,1056,40.61,15,436,100,1850,4.2,17,0.625,5.1,317
2015,MIN,5139,3.9,1.1,454,294,153,5.9,14,2928,9.3,38.4,973,29.39,16,474,113,2211,4.7,17,0.688,5.3,297
2015,RAI,5336,-2.5,1.4,605,373,193,6.1,34,3879,10.3,31.8,1008,4.72,17,370,74,1457,3.9,24,0.438,5.3,300
2015,DET,5547,-2.6,1.0,632,420,236,6.2,33,4212,12.3,34.6,1030,31.8,18,354,71,1335,3.8,24,0.438,5.4,337
2015,DEN,5688,3.7,0.3,606,368,201,6.2,19,3970,15.1,31.2,1056,-50.98,19,411,85,1718,4.2,31,0.75,5.4,314
2015,TAM,6014,-4.7,-3.5,535,312,201,6.9,22,3852,14.8,35.8,1017,40.62,20,455,99,2162,4.8,28,0.375,5.9,336
2015,ATL,5985,-0.4,-4.0,621,410,230,6.7,21,4379,17.2,34.5,1073,52.68,21,420,95,1606,3.8,30,0.5,5.6,359
2015,HTX,5564,1.6,-3.3,619,358,210,5.9,29,3833,9.8,28.9,1127,-38.02,22,472,90,1731,3.7,20,0.563,4.9,335
2015,CHI,5517,-3.9,-0.1,523,334,177,6.6,21,3663,11.2,37.4,1025,8.41,23,468,108,1854,4.0,21,0.375,5.4,312
2015,CLT,5142,-4.7,-3.1,619,355,195,5.6,26,3704,14.4,29.4,1052,-51.38,24,396,77,1438,3.6,30,0.5,4.9,311
2015,RAV,5749,-4.6,-0.7,676,426,211,6.1,21,4271,14.0,33.3,1083,-47.16,25,383,89,1478,3.9,28,0.313,5.3,323
2015,SDG,5949,-4.9,-1.5,667,442,230,6.5,30,4591,12.4,33.7,1100,10.76,26,393,79,1358,3.5,24,0.25,5.4,344
2015,MIA,5307,-4.9,-4.7,588,365,194,6.0,24,3811,9.6,25.7,977,-4.88,27,344,72,1496,4.3,19,0.375,5.4,291
2015,OTI,4988,-7.8,-5.9,551,342,195,5.8,25,3503,16.2,25.7,976,-89.79,28,371,66,1485,4.0,33,0.188,5.1,298
2015,RAM,4761,-3.1,-3.8,473,273,126,5.7,11,2805,10.2,24.5,920,-87.66,29,429,92,1956,4.6,22,0.438,5.2,241
2015,CLE,5311,-9.6,-3.2,609,371,192,5.7,20,3782,15.2,29.8,1042,-66.22,30,380,81,1529,4.0,30,0.188,5.1,307
2015,DAL,5361,-6.2,-7.0,528,334,175,6.2,16,3471,18.0,31.4,969,-51.92,31,408,94,1890,4.6,33,0.25,5.5,307
2015,SFO,4860,-9.3,-6.0,526,322,154,5.7,16,3316,8.2,25.8,969,-46.9,32,390,83,1544,4.0,17,0.313,5.0,261
2016,ATL,6653,8.4,10.5,537,374,239,8.2,38,4725,6.3,52.6,995,212.07,1,421,108,1928,4.6,11,0.688,6.7,379
2016,NOR,6816,0.9,6.8,674,472,265,7.2,38,5074,12.7,45.9,1105,76.86,2,404,105,1742,4.3,24,0.438,6.2,395
2016,NWE,6180,11.9,4.3,550,368,203,7.5,32,4308,4.9,42.9,1056,113.38,3,482,109,1872,3.9,11,0.875,5.9,351
2016,GNB,5900,2.8,4.9,620,403,222,6.4,40,4199,9.1,43.8,1029,115.16,4,374,91,1701,4.5,17,0.625,5.7,349
2016,DAL,6027,7.2,4.1,483,325,191,7.1,25,3631,8.7,43.9,1010,86.3,5,499,142,2396,4.8,15,0.813,6.0,358
2016,CRD,5868,3.5,2.4,646,383,229,6.0,28,4136,14.2,35.0,1086,-25.79,6,399,97,1732,4.3,28,0.469,5.4,368
2016,RAI,5973,1.9,3.5,596,379,198,6.6,29,4051,7.2,38.7,1048,-24.48,7,434,98,1922,4.4,14,0.75,5.7,333
2016,CLT,5830,1.2,3.1,584,370,220,6.7,32,4202,12.2,40.6,1037,68.23,8,409,93,1628,4.0,22,0.5,5.6,351
2016,SDG,5708,-0.8,3.0,580,349,214,6.8,33,4198,18.2,38.1,1014,-29.1,9,398,90,1510,3.8,35,0.313,5.6,340
2016,BUF,5666,1.3,1.8,474,286,155,5.8,17,3036,6.8,36.7,1012,60.85,10,492,146,2630,5.3,12,0.438,5.6,328
2016,PIT,5962,4.5,2.8,596,381,210,6.8,33,4202,9.9,38.5,1026,-22.48,11,409,97,1760,4.3,18,0.688,5.8,336
2016,WAS,6454,0.8,3.3,607,407,226,7.6,25,4758,11.4,43.4,1009,105.24,12,379,89,1696,4.5,21,0.531,6.4,345
2016,KAN,5488,4.9,1.2,546,365,197,6.5,19,3740,9.0,37.1,990,-23.04,13,412,86,1748,4.2,17,0.75,5.5,305
2016,OTI,5728,0.2,0.7,504,307,175,6.7,29,3541,9.8,36.4,1008,-10.0,14,476,115,2187,4.6,18,0.563,5.7,322
2016,CAR,5499,-2.1,-0.2,563,306,194,6.2,21,3685,14.0,34.7,1052,-81.23,15,453,99,1814,4.0,29,0.375,5.2,318
2016,PHI,5398,2.3,1.3,609,380,192,5.6,16,3585,11.2,37.6,1080,-45.33,16,438,114,1813,4.1,20,0.438,5.0,333
2016,MIA,5324,-1.1,-0.6,477,316,167,6.9,27,3500,11.1,30.7,913,-48.39,17,406,90,1824,4.5,23,0.625,5.8,278
2016,SEA,5715,3.9,-2.4,567,368,203,6.8,23,4124,9.7,37.3,1012,-11.48,18,403,85,1591,3.9,18,0.656,5.6,313
2016,TAM,5542,-0.9,-1.5,578,355,220,6.4,29,3926,14.8,32.4,1066,-33.29,19,453,80,1616,3.6,27,0.563,5.2,340
2016,DET,5421,-0.8,-1.3,594,388,217,6.5,24,4111,9.0,41.0,981,30.86,20,350,76,1310,3.7,15,0.563,5.5,329
2016,RAV,5563,1.4,-1.1,679,439,205,5.8,20,4100,10.5,35.6,1079,-86.39,21,367,79,1463,4.0,23,0.5,5.2,316
2016,DEN,5169,2.3,-2.0,570,339,181,6.0,20,3685,11.6,30.3,1020,-94.99,22,410,76,1484,3.6,25,0.563,5.1,290
2016,MIN,5041,1.3,-2.6,588,414,209,6.1,20,3836,7.5,32.8,1006,-60.91,23,380,66,1205,3.2,16,0.5,5.0,303
2016,CIN,5711,0.6,-1.5,563,364,204,6.5,18,3942,8.5,35.8,1050,30.41,24,446,100,1769,4.0,17,0.406,5.4,341
2016,JAX,5359,-5.1,-2.7,626,369,207,5.6,24,3728,13.6,31.4,1052,-67.5,25,392,75,1631,4.2,29,0.188,5.1,321
2016,NYG,5291,1.6,-3.2,598,377,190,6.3,26,3879,13.0,27.5,1018,-74.19,26,398,73,1412,3.5,27,0.688,5.2,289
2016,SFO,4930,-10.7,-3.7,491,287,152,5.4,21,2911,10.7,27.4,996,-75.71,27,458,116,2019,4.4,25,0.125,4.9,287
2016,HTX,5035,-3.1,-5.3,583,347,173,5.2,15,3176,11.4,31.4,1071,-102.3,28,456,102,1859,4.1,24,0.563,4.7,305
2016,CHI,5704,-7.5,-5.2,559,347,212,6.8,19,3969,17.4,27.3,967,-70.06,29,380,93,1735,4.6,31,0.188,5.9,324
2016,NYJ,5268,-8.4,-5.5,550,311,166,5.9,16,3466,17.8,29.7,1003,-79.69,30,418,97,1802,4.3,34,0.313,5.3,291
2016,CLE,4976,-11.8,-5.2,567,338,181,5.2,15,3264,13.3,27.2,983,-72.41,31,350,83,1712,4.9,25,0.063,5.1,296
2016,RAM,4203,-10.6,-9.5,536,312,151,5.0,14,2951,14.5,21.8,960,-190.35,32,375,68,1252,3.3,29,0.25,4.4,245
2017,RAM,5784,9.3,8.2,518,320,185,7.0,28,3831,9.5,45.3,1000,-43.18,1,454,97,1953,4.3,21,0.688,5.8,311
2017,NWE,6307,10.1,6.3,587,389,232,7.1,32,4418,6.9,49.4,1070,114.84,2,448,107,1889,4.2,12,0.813,5.9,389
2017,PHI,5852,10.1,7.0,564,341,193,6.2,38,3737,9.4,40.3,1073,21.06,3,473,108,2115,4.5,20,0.813,5.5,338
2017,NOR,6259,7.6,7.0,536,386,201,7.5,23,4189,9.1,44.6,1000,7.38,4,444,111,2070,4.7,18,0.688,6.3,332
2017,JAX,5855,9.3,3.0,527,316,193,6.5,21,3593,11.1,34.7,1078,-36.01,5,527,101,2262,4.3,23,0.625,5.4,332
2017,KAN,6007,4.8,3.8,543,363,198,7.1,26,4104,6.3,44.9,985,-22.58,6,405,95,1903,4.7,11,0.625,6.1,322
2017,DET,5404,2.1,5.2,570,374,210,6.8,29,4183,11.9,37.3,980,-93.68,7,363,58,1221,3.4,22,0.563,5.5,296
2017,PIT,6047,6.1,3.2,590,384,217,7.1,29,4380,10.6,43.0,1051,-32.55,8,437,96,1667,3.8,20,0.813,5.8,348
2017,RAV,4886,5.8,2.2,567,363,168,5.1,20,3030,8.9,36.5,1054,-132.06,9,460,111,1856,4.0,17,0.563,4.6,311
2017,MIN,5710,8.1,2.3,527,357,196,6.8,25,3753,7.6,38.9,1055,-54.08,10,501,100,1957,3.9,14,0.813,5.4,334
2017,SEA,5286,2.1,0.7,555,340,183,6.1,34,3657,8.6,30.5,1007,-78.12,11,409,85,1629,4.0,17,0.563,5.2,299
2017,CAR,5179,2.3,1.7,501,293,167,5.7,22,3077,11.7,37.4,1026,-100.34,12,490,121,2102,4.3,22,0.688,5.0,320
2017,SDG,6026,5.2,-0.3,583,366,220,7.4,28,4431,8.5,33.3,1020,-17.69,13,419,84,1595,3.8,15,0.563,5.9,337
2017,DAL,5311,1.4,0.4,493,309,162,6.0,22,3141,11.1,36.3,1005,-40.65,14,480,127,2170,4.5,22,0.563,5.3,314
2017,ATL,5837,2.4,1.1,530,343,200,7.2,21,3990,10.3,41.2,984,-46.05,15,430,101,1847,4.3,18,0.625,5.9,330
2017,WAS,5199,-2.9,0.5,540,347,191,6.5,27,3751,12.6,31.9,982,-95.51,16,401,66,1448,3.6,27,0.438,5.3,278
2017,HTX,5120,-6.1,-0.8,525,299,180,5.7,28,3278,14.6,29.2,1027,-78.81,17,448,86,1842,4.1,28,0.25,5.0,313
2017,TAM,5814,-2.9,0.4,605,378,243,6.8,26,4366,15.4,33.7,1035,-52.32,18,390,76,1448,3.7,27,0.313,5.6,352
2017,OTI,5024,-1.4,-2.0,496,306,157,6.0,14,3191,12.6,35.1,974,-134.32,19,443,97,1833,4.1,25,0.563,5.2,290
2017,SFO,5587,-3.3,-0.8,607,362,206,6.0,15,3925,12.0,37.5,1058,-173.95,20,408,88,1662,4.1,23,0.375,5.3,321
2017,GNB,4891,-4.0,-0.3,562,352,176,5.2,25,3167,13.2,30.5,999,-61.83,21,386,99,1724,4.5,25,0.438,4.9,307
2017,BUF,4842,-3.6,-3.0,476,289,149,5.4,16,2825,8.9,31.7,1010,-156.16,22,487,105,2017,4.1,16,0.563,4.8,278
2017,RAI,5185,-4.5,-3.0,558,347,178,6.2,23,3631,15.2,29.2,952,-84.71,23,370,78,1554,4.2,28,0.375,5.4,287
2017,NYJ,4884,-5.3,-2.9,510,323,157,5.7,19,3182,11.1,28.6,984,-119.83,24,427,77,1702,4.0,24,0.313,5.0,269
2017,CRD,5026,-4.1,-4.0,598,339,200,5.6,21,3640,12.4,29.2,1060,-185.97,25,410,66,1386,3.4,25,0.5,4.7,310
2017,CIN,4488,-3.7,-4.1,510,304,165,5.7,25,3122,11.4,26.5,927,-108.45,26,377,72,1366,3.6,23,0.438,4.8,267
2017,DEN,5185,-5.8,-3.9,566,332,180,5.4,19,3333,16.6,26.4,1075,-165.14,27,457,92,1852,4.1,34,0.313,4.8,297
2017,MIA,4923,-7.0,-3.9,602,373,187,5.6,24,3535,15.3,25.8,995,-156.17,28,360,66,1388,3.9,29,0.375,4.9,284
2017,CHI,4599,-3.5,-4.6,473,291,144,5.5,13,2811,12.1,24.1,934,-115.2,29,422,92,1788,4.2,22,0.313,4.9,266
2017,CLT,4553,-8.8,-6.1,487,285,148,5.3,13,2892,8.3,29.4,994,-189.77,30,451,94,1661,3.7,15,0.25,4.6,267
2017,NYG,5028,-8.9,-6.4,608,373,178,5.4,20,3479,11.3,22.7,1036,-167.56,31,394,66,1549,3.9,22,0.188,4.9,271
2017,CLE,4942,-11.0,-6.8,574,312,157,5.2,15,3228,21.0,22.0,1008,-233.13,32,384,97,1714,4.5,41,0.0,4.9,290
2018,KAN,6810,9.0,12.6,583,385,239,8.1,50,4955,10.5,52.6,996,298.14,1,387,108,1855,4.8,18,0.75,6.8,384
2018,RAM,6738,8.9,9.5,568,368,236,7.5,32,4507,9.8,48.6,1060,239.79,2,459,134,2231,4.9,19,0.813,6.4,401
2018,NOR,6067,9.4,7.9,519,381,210,7.5,33,4042,9.5,51.8,1010,237.73,3,471,134,2025,4.3,16,0.813,6.0,377
2018,NWE,6295,6.9,3.1,574,378,206,7.2,29,4258,9.2,40.8,1073,190.96,4,478,131,2037,4.3,18,0.688,5.9,365
2018,CLT,6179,5.6,3.9,644,432,237,6.7,39,4461,13.2,41.2,1070,140.47,5,408,96,1718,4.2,24,0.625,5.8,371
2018,SEA,5653,5.1,3.0,427,280,156,6.5,35,3093,6.1,39.8,1012,128.78,6,534,133,2560,4.8,11,0.625,5.6,329
2018,SDG,5962,6.2,3.0,512,348,213,7.5,32,4089,10.0,42.4,945,170.19,7,399,100,1873,4.7,19,0.75,6.3,338
2018,PIT,6453,4.3,3.9,689,459,251,7.0,35,5008,14.3,36.8,1058,156.16,8,345,88,1445,4.2,26,0.594,6.1,378
2018,CHI,5502,8.6,1.5,512,344,177,6.5,28,3564,13.2,36.8,1013,96.31,9,468,108,1938,4.1,24,0.75,5.4,331
2018,ATL,6226,-0.6,2.5,617,428,238,7.1,36,4653,10.7,42.9,1010,155.08,10,351,84,1573,4.5,18,0.438,6.2,352
2018,HTX,5802,5.4,2.4,506,345,202,6.7,26,3781,8.1,40.3,1040,84.1,11,472,94,2021,4.3,16,0.688,5.6,333
2018,TAM,6648,-4.3,2.0,625,408,265,7.7,36,5125,19.0,37.0,1055,121.14,12,389,80,1523,3.9,35,0.313,6.3,388
2018,RAV,5999,6.4,0.6,556,334,184,6.1,18,3558,10.7,40.7,1135,72.85,13,547,153,2441,4.5,20,0.625,5.3,367
2018,GNB,5905,-1.5,0.0,640,392,208,6.1,25,4238,6.7,38.8,1026,108.88,14,333,98,1667,5.0,15,0.406,5.8,332
2018,CAR,5972,-0.4,0.1,563,378,212,6.4,28,3836,12.1,37.0,1011,117.24,15,416,117,2136,5.1,22,0.438,5.9,356
2018,NYG,5697,-2.7,0.8,583,382,208,6.4,23,4047,9.6,38.4,984,70.53,16,354,71,1650,4.7,19,0.313,5.8,297
2018,CIN,4972,-5.4,0.0,542,331,182,5.7,27,3290,9.6,35.5,938,47.57,17,359,92,1682,4.7,17,0.375,5.3,304
2018,PHI,5845,1.2,0.0,599,422,221,6.7,29,4275,12.5,38.1,1037,91.97,18,398,94,1570,3.9,23,0.563,5.6,346
2018,MIN,5529,1.2,-1.2,606,425,218,6.2,30,4036,10.6,32.4,1003,7.47,19,357,66,1493,4.2,20,0.531,5.5,310
2018,CLE,5900,-2.1,-1.0,574,353,189,6.5,29,4007,11.4,31.2,1023,36.91,20,411,93,1893,4.6,24,0.469,5.8,314
2018,SFO,5769,-5.8,-2.5,532,331,201,6.7,26,3867,17.1,37.0,1003,20.95,21,423,98,1902,4.5,32,0.25,5.8,344
2018,DAL,5501,0.9,-1.9,527,356,184,6.1,22,3538,10.1,37.9,1022,83.04,22,439,113,1963,4.5,17,0.625,5.4,322
2018,NYJ,4787,-6.8,-2.0,524,299,157,5.6,18,3165,14.7,32.0,971,-97.45,23,410,84,1622,4.0,30,0.25,4.9,258
2018,DEN,5602,-1.3,-3.6,588,367,181,5.9,19,3695,11.3,30.6,1015,24.23,24,393,107,1907,4.9,21,0.375,5.5,320
2018,DET,5236,-2.3,-3.3,574,375,201,5.8,22,3576,11.0,35.3,1019,39.87,25,404,91,1660,4.1,19,0.375,5.1,325
2018,MIA,4638,-7.1,-3.6,455,292,153,5.7,26,2900,12.5,28.3,878,-40.39,26,371,75,1738,4.7,23,0.438,5.3,252
2018,OTI,5002,0.4,-3.2,437,293,156,6.1,16,2975,10.2,34.9,940,10.48,27,456,106,2027,4.4,18,0.563,5.3,289
2018,RAI,5379,-11.1,-5.2,556,382,197,6.2,19,3751,13.6,31.3,995,-17.92,28,387,86,1628,4.2,24,0.25,5.4,300
2018,WAS,4795,-4.9,-5.6,509,311,156,5.5,16,3021,11.2,31.8,967,-34.07,29,414,96,1774,4.3,19,0.438,5.0,280
2018,BUF,4778,-6.6,-6.3,499,271,137,5.2,13,2794,15.5,26.4,1008,-104.81,30,468,108,1984,4.2,32,0.375,4.7,283
2018,JAX,4832,-4.4,-8.1,536,329,164,5.3,15,3109,15.6,25.0,1005,-98.17,31,416,92,1723,4.1,29,0.313,4.8,277
2018,CRD,3865,-12.5,-9.6,495,283,137,4.6,15,2523,15.0,19.3,902,-155.06,32,355,76,1342,3.8,28,0.188,4.3,239
2019,RAV,6521,15.6,11.0,440,289,171,6.9,37,3225,8.4,51.8,1064,239.99,1,596,188,3296,5.5,15,0.875,6.1,386
2019,SFO,6097,10.6,6.7,478,331,195,7.4,28,3792,12.0,44.3,1012,140.39,2,498,110,2305,4.6,23,0.813,6.0,336
2019,TAM,6366,0.6,4.9,630,382,244,7.2,33,4845,20.2,37.9,1086,37.0,3,409,81,1521,3.7,41,0.438,5.9,353
2019,NOR,5982,7.3,5.0,581,418,230,7.0,36,4244,4.0,46.2,1011,163.04,4,405,97,1738,4.3,8,0.813,5.9,347
2019,KAN,6067,8.9,6.2,576,378,211,7.5,30,4498,7.9,48.8,976,263.38,5,375,93,1569,4.2,15,0.75,6.2,350
2019,DAL,6904,7.1,3.8,597,388,229,7.7,30,4751,10.3,44.6,1069,210.77,6,449,120,2153,4.8,18,0.5,6.5,379
2019,NWE,5664,12.2,2.8,620,378,197,6.1,25,3961,7.4,36.3,1095,34.62,7,447,110,1703,3.8,15,0.75,5.2,338
2019,MIN,5656,6.5,2.5,466,319,171,7.1,26,3523,10.4,41.6,970,98.01,8,476,106,2133,4.5,20,0.625,5.8,314
